Date_Time,air_pressure_at_sea_level,air_temperature,air_temperature_max,air_temperature_min,cloud_area_fraction,cloud_area_fraction_high,cloud_area_fraction_low,cloud_area_fraction_medium,dew_point_temperature,fog_area_fraction,precipitation_amount,relative_humidity,ultraviolet_index_clear_sky,wind_from_direction,wind_speed
2020-11-04 20:00:00,1038.9hPa,5.1celsius,,,28.9%,21.9%,4.7%,6.2%,3.2celsius,0.0%,0.0mm,88.7%,0.01,233.3degrees,2.6m/s
2020-11-04 21:00:00,1039.4hPa,4.8celsius,,,59.4%,14.8%,4.7%,50.8%,3.2celsius,0.0%,0.0mm,90.5%,0.01,232.6degrees,2.6m/s
2020-11-04 22:00:00,1039.7hPa,5.1celsius,,,86.7%,0.0%,8.6%,85.9%,3.5celsius,0.0%,0.0mm,90.8%,0.01,227.6degrees,2.6m/s
2020-11-04 23:00:00,1039.8hPa,5.7celsius,,,100.0%,0.0%,19.5%,100.0%,3.7celsius,0.0%,0.0mm,86.9%,0.01,226.0degrees,2.8m/s
2020-11-05 00:00:00,1039.8hPa,6.3celsius,,,100.0%,0.0%,21.1%,100.0%,3.8celsius,0.0%,0.0mm,84.2%,0.01,234.4degrees,2.9m/s
2020-11-05 01:00:00,1039.4hPa,6.5celsius,,,100.0%,0.0%,21.9%,100.0%,3.9celsius,0.0%,0.0mm,83.1%,0.01,241.9degrees,3.0m/s
2020-11-05 02:00:00,1039.1hPa,6.7celsius,,,100.0%,0.0%,16.4%,100.0%,4.0celsius,0.0%,0.0mm,82.5%,0.01,242.6degrees,3.1m/s
2020-11-05 03:00:00,1038.9hPa,6.6celsius,,,100.0%,0.0%,14.1%,100.0%,4.2celsius,0.0%,0.0mm,84.2%,0.01,250.3degrees,3.1m/s
2020-11-05 04:00:00,1038.8hPa,6.5celsius,,,13.3%,0.0%,10.2%,5.5%,4.6celsius,0.0%,0.0mm,87.0%,0.01,244.9degrees,3.0m/s
2020-11-05 05:00:00,1038.6hPa,5.9celsius,,,14.1%,0.0%,13.3%,1.6%,4.8celsius,0.0%,0.0mm,92.1%,0.01,239.3degrees,3.0m/s
2020-11-05 06:00:00,1038.5hPa,5.6celsius,,,24.2%,0.0%,22.7%,7.8%,4.8celsius,0.0%,0.0mm,94.2%,0.01,246.9degrees,2.8m/s
2020-11-05 07:00:00,1038.5hPa,5.5celsius,,,48.4%,0.0%,42.2%,24.2%,4.9celsius,0.0%,0.0mm,95.3%,0.01,238.7degrees,2.7m/s
2020-11-05 08:00:00,1038.7hPa,5.8celsius,,,70.3%,0.0%,64.8%,32.0%,5.3celsius,0.0%,0.0mm,96.1%,0.01,237.1degrees,2.6m/s
2020-11-05 09:00:00,1038.7hPa,6.8celsius,,,82.8%,0.0%,81.2%,20.3%,6.1celsius,0.0%,0.0mm,95.1%,0.31,254.9degrees,2.6m/s
2020-11-05 10:00:00,1038.6hPa,8.2celsius,,,100.0%,0.0%,100.0%,3.9%,7.0celsius,0.0%,0.0mm,92.5%,0.61,268.5degrees,2.5m/s
2020-11-05 11:00:00,1038.6hPa,9.0celsius,,,99.2%,0.0%,99.2%,3.9%,7.6celsius,0.0%,0.0mm,91.2%,0.91,256.9degrees,2.1m/s
2020-11-05 12:00:00,1038.6hPa,9.9celsius,,,100.0%,0.0%,100.0%,16.4%,8.1celsius,0.0%,0.0mm,89.7%,1.01,235.7degrees,1.9m/s
2020-11-05 13:00:00,1038.3hPa,10.1celsius,,,100.0%,0.0%,100.0%,22.7%,8.2celsius,0.0%,0.0mm,89.1%,0.91,227.4degrees,1.9m/s
2020-11-05 14:00:00,1038.0hPa,10.3celsius,,,100.0%,0.0%,100.0%,20.3%,8.2celsius,0.0%,0.0mm,87.1%,0.61,230.3degrees,2.1m/s
2020-11-05 15:00:00,1037.4hPa,10.2celsius,,,100.0%,0.0%,100.0%,21.1%,8.1celsius,0.0%,0.0mm,87.6%,0.31,235.5degrees,1.9m/s
2020-11-05 16:00:00,1037.0hPa,9.8celsius,,,100.0%,0.0%,100.0%,13.3%,8.2celsius,0.0%,0.0mm,90.7%,0.11,243.0degrees,1.2m/s
2020-11-05 17:00:00,1036.6hPa,9.0celsius,,,98.4%,0.0%,98.4%,13.3%,7.9celsius,0.0%,0.0mm,92.9%,0.01,243.9degrees,1.3m/s
2020-11-05 18:00:00,1036.2hPa,8.5celsius,,,99.2%,0.0%,99.2%,11.7%,7.7celsius,0.0%,0.0mm,94.8%,0.01,263.3degrees,1.3m/s
2020-11-05 19:00:00,1035.7hPa,8.7celsius,,,94.5%,0.0%,94.5%,10.2%,7.4celsius,0.0%,0.0mm,92.4%,0.01,260.5degrees,1.1m/s
2020-11-05 20:00:00,1035.3hPa,8.9celsius,,,94.5%,1.6%,94.5%,0.8%,7.3celsius,0.0%,0.0mm,89.9%,0.01,160.6degrees,0.3m/s
2020-11-05 21:00:00,1035.1hPa,8.0celsius,,,91.4%,3.9%,90.6%,0.0%,6.9celsius,0.0%,0.0mm,93.3%,0.01,136.7degrees,0.6m/s
2020-11-05 22:00:00,1034.8hPa,7.5celsius,,,90.6%,0.0%,90.6%,0.0%,6.9celsius,0.0%,0.0mm,95.9%,0.01,129.7degrees,1.4m/s
2020-11-05 23:00:00,1034.4hPa,7.0celsius,,,85.2%,0.0%,85.2%,0.0%,6.6celsius,0.0%,0.0mm,96.7%,0.01,126.7degrees,1.2m/s
2020-11-06 00:00:00,1033.9hPa,6.9celsius,,,75.8%,0.0%,75.8%,0.0%,6.5celsius,0.0%,0.0mm,97.4%,0.01,130.7degrees,1.1m/s
2020-11-06 01:00:00,1033.5hPa,6.8celsius,,,75.8%,0.0%,75.8%,0.0%,6.4celsius,0.0%,0.0mm,96.8%,0.01,136.6degrees,1.6m/s
2020-11-06 02:00:00,1032.9hPa,7.2celsius,,,91.4%,0.0%,91.4%,0.8%,6.7celsius,0.0%,0.0mm,96.7%,0.01,126.2degrees,1.4m/s
2020-11-06 03:00:00,1032.2hPa,7.3celsius,,,99.2%,0.0%,99.2%,1.6%,6.8celsius,0.0%,0.0mm,96.9%,0.01,117.3degrees,1.6m/s
2020-11-06 04:00:00,1031.5hPa,7.3celsius,,,93.8%,0.0%,93.8%,0.8%,6.9celsius,0.0%,0.0mm,97.3%,0.01,97.6degrees,1.7m/s
2020-11-06 05:00:00,1030.8hPa,7.3celsius,,,95.3%,0.0%,95.3%,0.0%,7.0celsius,3.9%,0.0mm,98.1%,0.01,98.0degrees,1.8m/s
2020-11-06 06:00:00,1030.2hPa,7.3celsius,,,100.0%,0.0%,100.0%,3.9%,7.1celsius,0.0%,0.0mm,98.1%,0.01,95.0degrees,1.9m/s
2020-11-06 07:00:00,1029.7hPa,7.4celsius,,,99.2%,0.0%,99.2%,3.1%,7.0celsius,0.0%,0.0mm,97.3%,0.01,101.6degrees,1.9m/s
2020-11-06 08:00:00,1029.3hPa,7.5celsius,,,64.8%,0.0%,64.8%,0.8%,7.0celsius,0.0%,0.0mm,96.1%,0.01,104.3degrees,2.1m/s
2020-11-06 09:00:00,1028.9hPa,8.1celsius,,,61.7%,0.0%,60.9%,2.3%,7.2celsius,0.0%,0.0mm,94.0%,0.21,113.5degrees,2.3m/s
2020-11-06 10:00:00,1028.3hPa,9.1celsius,,,100.0%,0.0%,100.0%,7.0%,7.7celsius,0.0%,0.0mm,91.4%,0.51,117.9degrees,1.9m/s
2020-11-06 11:00:00,1027.6hPa,9.7celsius,,,100.0%,0.0%,100.0%,18.0%,8.1celsius,0.0%,0.0mm,90.2%,0.81,129.9degrees,2.1m/s
2020-11-06 12:00:00,1026.7hPa,10.1celsius,,,96.9%,0.0%,96.1%,17.2%,8.1celsius,0.0%,0.0mm,88.1%,0.91,133.7degrees,2.4m/s
2020-11-06 13:00:00,1025.6hPa,10.5celsius,,,96.9%,0.0%,96.1%,20.3%,7.6celsius,0.0%,0.0mm,83.1%,0.81,126.5degrees,2.5m/s
2020-11-06 14:00:00,1024.4hPa,10.7celsius,,,85.9%,0.0%,82.0%,35.2%,6.7celsius,0.0%,0.0mm,77.1%,0.51,120.9degrees,2.9m/s
2020-11-06 15:00:00,1023.6hPa,10.5celsius,,,84.4%,0.0%,68.0%,72.7%,6.5celsius,0.0%,0.0mm,76.6%,0.31,121.8degrees,2.7m/s
2020-11-06 16:00:00,1022.8hPa,9.7celsius,,,82.0%,0.0%,25.0%,77.3%,6.5celsius,0.0%,0.0mm,80.9%,0.11,118.1degrees,2.2m/s
2020-11-06 17:00:00,1022.4hPa,8.7celsius,,,99.2%,0.0%,10.9%,99.2%,6.4celsius,0.0%,0.0mm,85.2%,0.01,116.8degrees,2.7m/s
