Date_Time,air_pressure_at_sea_level,air_temperature,air_temperature_max,air_temperature_min,cloud_area_fraction,cloud_area_fraction_high,cloud_area_fraction_low,cloud_area_fraction_medium,dew_point_temperature,fog_area_fraction,precipitation_amount,relative_humidity,ultraviolet_index_clear_sky,wind_from_direction,wind_speed
2020-11-01 23:00:00,986.3hPa,8.4celsius,,,100.0%,10.9%,100.0%,100.0%,7.5celsius,0.0%,0.4mm,94.3%,0.01,270.4degrees,2.6m/s
2020-11-02 00:00:00,987.1hPa,7.8celsius,,,100.0%,1.6%,100.0%,100.0%,6.7celsius,0.0%,0.2mm,92.8%,0.01,250.5degrees,3.3m/s
2020-11-02 01:00:00,987.8hPa,7.5celsius,,,100.0%,36.7%,72.7%,100.0%,5.8celsius,0.0%,0.1mm,88.6%,0.01,248.4degrees,4.3m/s
2020-11-02 02:00:00,988.5hPa,7.4celsius,,,97.7%,25.0%,10.9%,96.1%,5.7celsius,0.0%,0.1mm,88.4%,0.01,252.8degrees,4.3m/s
2020-11-02 03:00:00,989.2hPa,7.4celsius,,,99.2%,0.0%,96.1%,99.2%,5.8celsius,0.0%,0.1mm,89.2%,0.01,247.7degrees,5.1m/s
2020-11-02 04:00:00,990.0hPa,7.4celsius,,,100.0%,0.0%,90.6%,99.2%,6.0celsius,0.0%,0.1mm,90.2%,0.01,241.8degrees,5.4m/s
2020-11-02 05:00:00,991.0hPa,7.4celsius,,,99.2%,0.0%,56.2%,99.2%,6.1celsius,0.0%,0.0mm,90.6%,0.01,236.9degrees,5.2m/s
2020-11-02 06:00:00,991.5hPa,7.4celsius,,,64.1%,0.0%,18.0%,57.8%,6.0celsius,0.0%,0.0mm,90.4%,0.01,228.7degrees,5.0m/s
2020-11-02 07:00:00,992.3hPa,7.0celsius,,,96.9%,0.0%,96.9%,21.9%,5.8celsius,0.0%,0.1mm,91.7%,0.01,217.2degrees,5.2m/s
2020-11-02 08:00:00,992.9hPa,7.2celsius,,,96.9%,0.8%,96.1%,39.8%,5.7celsius,0.0%,0.4mm,89.8%,0.11,209.3degrees,4.8m/s
