Date_Time,air_pressure_at_sea_level,air_temperature,air_temperature_max,air_temperature_min,cloud_area_fraction,cloud_area_fraction_high,cloud_area_fraction_low,cloud_area_fraction_medium,dew_point_temperature,fog_area_fraction,precipitation_amount,relative_humidity,ultraviolet_index_clear_sky,wind_from_direction,wind_speed
2020-11-04 20:00:00,1038.6hPa,7.3celsius,,,95.3%,41.4%,3.1%,91.4%,4.2celsius,0.0%,0.0mm,80.4%,0.01,212.4degrees,1.6m/s
2020-11-04 21:00:00,1038.9hPa,7.5celsius,,,95.3%,0.0%,14.1%,95.3%,4.3celsius,0.0%,0.0mm,79.6%,0.01,206.6degrees,1.5m/s
2020-11-04 22:00:00,1039.2hPa,7.4celsius,,,96.9%,0.0%,27.3%,96.1%,4.5celsius,0.0%,0.0mm,81.2%,0.01,186.3degrees,1.7m/s
2020-11-04 23:00:00,1039.4hPa,6.8celsius,,,93.0%,0.0%,35.9%,90.6%,4.7celsius,0.0%,0.0mm,85.2%,0.01,186.6degrees,2.0m/s
2020-11-05 00:00:00,1039.5hPa,7.2celsius,,,97.7%,0.0%,32.0%,96.9%,5.2celsius,0.0%,0.0mm,85.8%,0.01,196.1degrees,1.9m/s
2020-11-05 01:00:00,1039.1hPa,7.7celsius,,,99.2%,0.0%,28.9%,99.2%,5.8celsius,0.0%,0.0mm,87.0%,0.01,193.4degrees,2.0m/s
2020-11-05 02:00:00,1038.9hPa,7.8celsius,,,82.0%,0.0%,14.8%,81.2%,6.3celsius,0.0%,0.0mm,89.8%,0.01,206.9degrees,1.6m/s
2020-11-05 03:00:00,1038.8hPa,7.2celsius,,,56.2%,0.0%,15.6%,53.1%,6.3celsius,0.0%,0.0mm,94.2%,0.01,213.6degrees,1.6m/s
2020-11-05 04:00:00,1038.5hPa,7.3celsius,,,46.1%,0.0%,26.6%,39.1%,6.6celsius,0.0%,0.0mm,95.4%,0.01,197.7degrees,1.3m/s
2020-11-05 05:00:00,1038.3hPa,7.0celsius,,,60.9%,0.0%,60.9%,2.3%,6.5celsius,0.0%,0.0mm,96.5%,0.01,204.3degrees,1.5m/s
2020-11-05 06:00:00,1038.2hPa,7.5celsius,,,96.9%,1.6%,96.9%,3.1%,7.0celsius,0.0%,0.0mm,96.2%,0.01,199.8degrees,1.5m/s
2020-11-05 07:00:00,1038.1hPa,7.8celsius,,,99.2%,4.7%,99.2%,6.2%,7.2celsius,0.0%,0.0mm,95.8%,0.01,197.5degrees,1.7m/s
2020-11-05 08:00:00,1038.3hPa,8.0celsius,,,99.2%,0.0%,99.2%,5.5%,7.4celsius,0.0%,0.0mm,95.9%,0.01,204.8degrees,1.4m/s
2020-11-05 09:00:00,1038.3hPa,8.6celsius,,,98.4%,0.0%,98.4%,4.7%,7.7celsius,0.0%,0.0mm,94.3%,0.21,196.8degrees,1.3m/s
2020-11-05 10:00:00,1038.3hPa,9.3celsius,,,100.0%,0.0%,100.0%,3.1%,8.0celsius,0.0%,0.0mm,91.9%,0.51,192.3degrees,1.2m/s
2020-11-05 11:00:00,1038.2hPa,10.0celsius,,,100.0%,0.0%,100.0%,4.7%,8.2celsius,0.0%,0.0mm,89.7%,0.81,213.0degrees,1.3m/s
2020-11-05 12:00:00,1038.1hPa,10.6celsius,,,98.4%,0.0%,98.4%,6.2%,8.3celsius,0.0%,0.0mm,86.3%,1.01,217.0degrees,1.2m/s
