Date_Time,air_pressure_at_sea_level,air_temperature,air_temperature_max,air_temperature_min,cloud_area_fraction,cloud_area_fraction_high,cloud_area_fraction_low,cloud_area_fraction_medium,dew_point_temperature,fog_area_fraction,precipitation_amount,relative_humidity,ultraviolet_index_clear_sky,wind_from_direction,wind_speed
2020-11-05 06:00:00,1038.8hPa,5.8celsius,,,12.5%,0.0%,9.4%,7.8%,4.9celsius,0.0%,0.0mm,93.5%,0.01,252.9degrees,2.4m/s
2020-11-05 07:00:00,1038.8hPa,5.4celsius,,,10.9%,0.0%,9.4%,6.2%,4.7celsius,0.0%,0.0mm,95.1%,0.01,240.4degrees,1.9m/s
2020-11-05 08:00:00,1038.9hPa,5.1celsius,,,13.3%,0.0%,12.5%,1.6%,4.5celsius,0.0%,0.0mm,96.6%,0.01,237.8degrees,1.7m/s
2020-11-05 09:00:00,1038.8hPa,6.4celsius,,,15.6%,0.0%,15.6%,0.0%,5.7celsius,0.0%,0.0mm,94.3%,0.21,256.3degrees,1.9m/s
2020-11-05 10:00:00,1038.9hPa,8.0celsius,,,20.3%,0.0%,20.3%,0.0%,6.7celsius,0.0%,0.0mm,91.4%,0.61,241.0degrees,1.4m/s
2020-11-05 11:00:00,1039.0hPa,9.2celsius,,,28.9%,0.0%,28.9%,0.0%,7.5celsius,0.0%,0.0mm,89.6%,0.91,214.6degrees,1.7m/s
2020-11-05 12:00:00,1038.9hPa,10.0celsius,,,78.9%,0.0%,78.9%,1.6%,7.9celsius,0.0%,0.0mm,87.7%,1.01,212.2degrees,1.9m/s
2020-11-05 13:00:00,1038.5hPa,10.5celsius,,,96.1%,0.0%,96.1%,7.0%,8.0celsius,0.0%,0.0mm,84.8%,0.91,211.7degrees,2.0m/s
2020-11-05 14:00:00,1038.0hPa,10.9celsius,,,82.0%,0.0%,81.2%,10.9%,7.9celsius,0.0%,0.0mm,82.2%,0.71,221.9degrees,1.8m/s
2020-11-05 15:00:00,1037.4hPa,10.7celsius,,,90.6%,0.0%,90.6%,11.7%,7.8celsius,0.0%,0.0mm,82.9%,0.31,220.3degrees,1.8m/s
2020-11-05 16:00:00,1037.0hPa,10.2celsius,,,99.2%,0.0%,99.2%,12.5%,7.9celsius,0.0%,0.0mm,86.6%,0.11,214.4degrees,1.3m/s
2020-11-05 17:00:00,1036.5hPa,9.1celsius,,,95.3%,0.0%,94.5%,24.2%,7.7celsius,0.0%,0.0mm,91.4%,0.01,235.8degrees,1.4m/s
2020-11-05 18:00:00,1036.0hPa,9.4celsius,,,60.9%,0.0%,58.6%,8.6%,7.5celsius,0.0%,0.0mm,88.3%,0.01,282.4degrees,0.9m/s
2020-11-05 19:00:00,1035.5hPa,8.9celsius,,,42.2%,0.0%,35.9%,15.6%,7.3celsius,0.0%,0.0mm,90.4%,0.01,42.9degrees,0.5m/s
2020-11-05 20:00:00,1035.2hPa,7.0celsius,,,25.8%,0.0%,18.8%,10.9%,6.4celsius,0.0%,0.0mm,95.8%,0.01,112.0degrees,0.9m/s
2020-11-05 21:00:00,1034.9hPa,6.9celsius,,,18.0%,0.0%,17.2%,2.3%,6.4celsius,0.0%,0.0mm,97.0%,0.01,123.7degrees,1.6m/s
2020-11-05 22:00:00,1034.5hPa,6.2celsius,,,34.4%,0.0%,34.4%,0.0%,5.9celsius,0.0%,0.0mm,97.6%,0.01,129.0degrees,1.8m/s
2020-11-05 23:00:00,1034.2hPa,5.7celsius,,,43.8%,0.0%,43.8%,0.0%,5.5celsius,0.0%,0.0mm,98.3%,0.01,129.0degrees,1.6m/s
2020-11-06 00:00:00,1033.8hPa,5.6celsius,,,64.1%,0.0%,64.1%,0.0%,5.4celsius,0.0%,0.0mm,98.3%,0.01,131.0degrees,1.5m/s
2020-11-06 01:00:00,1033.2hPa,5.5celsius,,,57.8%,0.0%,57.8%,0.0%,5.3celsius,0.0%,0.0mm,98.6%,0.01,122.0degrees,1.3m/s
2020-11-06 02:00:00,1032.7hPa,5.5celsius,,,34.4%,0.0%,34.4%,0.0%,5.3celsius,0.0%,0.0mm,98.9%,0.01,108.6degrees,1.5m/s
2020-11-06 03:00:00,1031.9hPa,5.5celsius,,,80.5%,0.0%,80.5%,0.0%,5.4celsius,0.8%,0.0mm,99.1%,0.01,105.7degrees,1.6m/s
2020-11-06 04:00:00,1031.1hPa,5.9celsius,,,93.8%,0.0%,93.8%,0.0%,5.8celsius,0.0%,0.0mm,99.1%,0.01,97.5degrees,1.9m/s
2020-11-06 05:00:00,1030.3hPa,6.0celsius,,,93.0%,0.0%,93.0%,0.0%,5.9celsius,0.0%,0.0mm,98.7%,0.01,99.7degrees,2.2m/s
2020-11-06 06:00:00,1029.9hPa,6.0celsius,,,80.5%,0.0%,80.5%,0.0%,5.7celsius,0.0%,0.0mm,97.7%,0.01,108.9degrees,2.5m/s
2020-11-06 07:00:00,1029.4hPa,5.9celsius,,,79.7%,0.0%,79.7%,0.0%,5.5celsius,1.6%,0.0mm,97.0%,0.01,109.6degrees,2.9m/s
2020-11-06 08:00:00,1029.1hPa,5.5celsius,,,80.5%,0.0%,80.5%,1.6%,5.2celsius,0.8%,0.0mm,97.2%,0.01,113.6degrees,2.7m/s
2020-11-06 09:00:00,1028.8hPa,6.0celsius,,,66.4%,0.0%,65.6%,3.9%,5.5celsius,0.8%,0.0mm,96.3%,0.21,111.1degrees,2.3m/s
2020-11-06 10:00:00,1028.2hPa,7.1celsius,,,65.6%,0.0%,62.5%,9.4%,6.1celsius,0.0%,0.0mm,93.1%,0.51,107.2degrees,1.8m/s
2020-11-06 11:00:00,1027.4hPa,8.2celsius,,,57.8%,0.0%,51.6%,16.4%,6.6celsius,0.0%,0.0mm,89.5%,0.81,105.7degrees,1.7m/s
2020-11-06 12:00:00,1026.5hPa,9.3celsius,,,68.0%,0.0%,65.6%,10.2%,7.0celsius,0.0%,0.0mm,86.0%,0.91,109.7degrees,1.9m/s
2020-11-06 13:00:00,1025.3hPa,9.8celsius,,,84.4%,0.0%,80.5%,25.0%,7.0celsius,0.0%,0.0mm,83.6%,0.81,116.3degrees,2.4m/s
2020-11-06 14:00:00,1024.2hPa,10.2celsius,,,94.5%,0.0%,87.5%,64.8%,6.3celsius,0.0%,0.0mm,77.7%,0.61,120.2degrees,2.8m/s
2020-11-06 15:00:00,1023.2hPa,10.0celsius,,,64.8%,0.0%,52.3%,31.2%,6.3celsius,0.0%,0.0mm,78.6%,0.31,116.2degrees,2.5m/s
2020-11-06 16:00:00,1022.4hPa,9.5celsius,,,63.3%,6.2%,25.0%,52.3%,6.6celsius,0.0%,0.0mm,82.5%,0.11,108.2degrees,1.8m/s
2020-11-06 17:00:00,1021.9hPa,8.6celsius,,,96.9%,2.3%,7.0%,96.9%,6.3celsius,0.0%,0.0mm,86.0%,0.01,106.6degrees,1.8m/s
2020-11-06 18:00:00,1021.8hPa,8.4celsius,,,100.0%,56.2%,12.5%,100.0%,6.3celsius,0.0%,0.0mm,86.6%,0.01,107.7degrees,2.4m/s
2020-11-06 19:00:00,1021.5hPa,8.3celsius,,,100.0%,96.1%,5.5%,100.0%,6.3celsius,0.0%,0.4mm,87.1%,0.01,123.4degrees,2.8m/s
2020-11-06 20:00:00,1021.5hPa,7.9celsius,,,100.0%,100.0%,0.0%,96.9%,5.1celsius,0.0%,0.5mm,81.2%,0.01,142.8degrees,3.9m/s
2020-11-06 21:00:00,1021.6hPa,6.8celsius,,,98.4%,96.9%,28.9%,91.4%,4.1celsius,0.0%,0.2mm,82.6%,0.01,136.6degrees,2.2m/s
2020-11-06 22:00:00,1021.6hPa,6.4celsius,,,100.0%,100.0%,30.5%,97.7%,4.6celsius,0.0%,0.0mm,87.8%,0.01,125.1degrees,1.3m/s
2020-11-06 23:00:00,1021.4hPa,5.9celsius,,,99.2%,99.2%,4.7%,96.9%,4.5celsius,0.0%,0.0mm,90.0%,0.01,100.0degrees,1.2m/s
2020-11-07 00:00:00,1021.1hPa,5.9celsius,,,100.0%,98.4%,3.1%,99.2%,4.5celsius,0.0%,0.0mm,90.5%,0.01,89.0degrees,1.3m/s
2020-11-07 01:00:00,1020.8hPa,5.8celsius,,,100.0%,96.9%,0.0%,96.9%,4.7celsius,0.0%,0.0mm,92.1%,0.01,65.5degrees,0.9m/s
2020-11-07 02:00:00,1020.5hPa,5.9celsius,,,97.7%,96.1%,0.0%,50.0%,4.8celsius,0.0%,0.0mm,92.0%,0.01,37.7degrees,1.1m/s
2020-11-07 03:00:00,1020.3hPa,4.9celsius,,,58.6%,47.7%,0.8%,21.1%,4.1celsius,0.0%,0.0mm,95.4%,0.01,55.3degrees,1.5m/s
2020-11-07 04:00:00,1020.1hPa,3.6celsius,,,1.6%,0.0%,0.0%,1.6%,3.0celsius,0.0%,0.0mm,96.5%,0.01,59.6degrees,2.1m/s
2020-11-07 05:00:00,1020.0hPa,3.4celsius,,,3.9%,3.9%,0.0%,0.0%,2.9celsius,0.0%,0.0mm,96.7%,0.01,74.8degrees,1.9m/s
2020-11-07 06:00:00,1020.2hPa,3.1celsius,9.2celsius,4.4celsius,0.0%,0.0%,0.0%,0.0%,2.5celsius,0.0%,0.0mm,96.4%,0.01,83.8degrees,2.0m/s
2020-11-07 12:00:00,1019.5hPa,9.3celsius,9.7celsius,8.8celsius,100.0%,0.0%,100.0%,0.0%,7.3celsius,,0.0mm,87.9%,,48.0degrees,2.2m/s
2020-11-07 18:00:00,1018.2hPa,8.8celsius,8.8celsius,8.0celsius,100.0%,0.0%,100.0%,34.4%,7.6celsius,,1.0mm,92.4%,,45.0degrees,3.4m/s
2020-11-08 00:00:00,1016.4hPa,8.1celsius,9.0celsius,8.1celsius,100.0%,100.0%,99.2%,100.0%,7.2celsius,,3.6mm,94.5%,,51.1degrees,3.6m/s
2020-11-08 06:00:00,1013.0hPa,9.0celsius,12.6celsius,9.0celsius,100.0%,90.6%,100.0%,99.2%,8.6celsius,,3.9mm,97.3%,,60.9degrees,3.3m/s
2020-11-08 12:00:00,1012.5hPa,12.7celsius,13.4celsius,11.7celsius,92.2%,0.8%,92.2%,2.3%,11.4celsius,,2.4mm,91.2%,,157.9degrees,3.8m/s
2020-11-08 18:00:00,1010.0hPa,11.7celsius,12.2celsius,11.4celsius,96.9%,82.8%,85.2%,61.7%,10.4celsius,,2.5mm,91.1%,,114.3degrees,4.9m/s
2020-11-09 00:00:00,1009.3hPa,12.1celsius,12.2celsius,11.6celsius,98.4%,97.7%,87.5%,12.5%,11.1celsius,,8.7mm,93.1%,,141.9degrees,5.2m/s
2020-11-09 06:00:00,1008.9hPa,11.6celsius,13.8celsius,11.6celsius,100.0%,95.3%,64.8%,99.2%,10.8celsius,,2.2mm,94.1%,,139.8degrees,4.7m/s
2020-11-09 12:00:00,1011.1hPa,13.8celsius,13.9celsius,11.7celsius,98.4%,4.7%,98.4%,10.2%,12.2celsius,,0.2mm,90.5%,,159.1degrees,5.1m/s
2020-11-09 18:00:00,1012.3hPa,11.7celsius,11.7celsius,10.3celsius,18.0%,0.0%,18.0%,5.5%,11.1celsius,,0.0mm,95.6%,,133.3degrees,3.0m/s
2020-11-10 00:00:00,1014.4hPa,10.8celsius,10.9celsius,10.4celsius,100.0%,0.0%,100.0%,2.3%,10.5celsius,,0.1mm,97.9%,,138.3degrees,1.9m/s
2020-11-10 06:00:00,1013.6hPa,10.4celsius,12.1celsius,10.3celsius,95.3%,14.8%,94.5%,16.4%,10.1celsius,,0.4mm,97.6%,,96.3degrees,2.0m/s
2020-11-10 12:00:00,1012.8hPa,12.1celsius,12.8celsius,11.0celsius,96.9%,0.0%,96.1%,39.1%,11.4celsius,,0.3mm,95.5%,,91.4degrees,1.8m/s
2020-11-10 18:00:00,1012.0hPa,10.9celsius,11.0celsius,8.7celsius,82.8%,71.9%,36.7%,21.9%,10.4celsius,,0.1mm,95.9%,,181.8degrees,2.3m/s
2020-11-11 00:00:00,1012.4hPa,8.6celsius,11.7celsius,8.5celsius,96.1%,96.1%,4.7%,0.0%,7.7celsius,,1.3mm,94.1%,,159.8degrees,4.4m/s
2020-11-11 06:00:00,1009.3hPa,11.6celsius,12.3celsius,11.6celsius,100.0%,99.2%,82.0%,78.1%,10.4celsius,,0.4mm,91.8%,,160.0degrees,6.2m/s
2020-11-11 12:00:00,1013.0hPa,12.0celsius,12.1celsius,10.9celsius,100.0%,98.4%,25.0%,100.0%,10.4celsius,,5.3mm,88.7%,,220.7degrees,2.4m/s
2020-11-11 18:00:00,1012.0hPa,11.1celsius,12.9celsius,11.2celsius,100.0%,50.0%,95.3%,100.0%,10.5celsius,,1.7mm,95.2%,,102.8degrees,3.2m/s
2020-11-12 00:00:00,1014.3hPa,11.7celsius,11.7celsius,10.2celsius,83.6%,66.4%,9.4%,50.8%,10.6celsius,,0.0mm,92.5%,,169.2degrees,4.6m/s
2020-11-12 06:00:00,1015.0hPa,10.2celsius,12.4celsius,10.2celsius,100.0%,98.4%,98.4%,14.1%,9.5celsius,,0.2mm,95.7%,,135.7degrees,2.4m/s
2020-11-12 12:00:00,1014.9hPa,12.4celsius,12.6celsius,11.3celsius,100.0%,93.0%,97.7%,7.8%,10.2celsius,,0.1mm,85.3%,,123.1degrees,4.8m/s
2020-11-12 18:00:00,1013.8hPa,11.3celsius,11.3celsius,10.7celsius,100.0%,99.2%,100.0%,25.8%,9.8celsius,,0.0mm,90.1%,,92.5degrees,4.1m/s
2020-11-13 00:00:00,1013.1hPa,10.8celsius,11.0celsius,9.5celsius,100.0%,73.4%,99.2%,0.0%,9.6celsius,,0.0mm,92.1%,,92.6degrees,3.7m/s
2020-11-13 06:00:00,1012.0hPa,9.5celsius,11.8celsius,9.5celsius,62.5%,0.0%,62.5%,3.9%,8.9celsius,,0.0mm,96.7%,,93.6degrees,3.7m/s
2020-11-13 12:00:00,1011.7hPa,11.9celsius,12.1celsius,10.9celsius,100.0%,0.0%,100.0%,0.8%,9.3celsius,,0.1mm,84.0%,,110.9degrees,4.9m/s
2020-11-13 18:00:00,1010.7hPa,11.0celsius,,,100.0%,0.0%,100.0%,8.6%,9.3celsius,,,88.9%,,112.6degrees,4.3m/s
