Date_Time,air_pressure_at_sea_level,air_temperature,air_temperature_max,air_temperature_min,cloud_area_fraction,cloud_area_fraction_high,cloud_area_fraction_low,cloud_area_fraction_medium,dew_point_temperature,fog_area_fraction,precipitation_amount,relative_humidity,ultraviolet_index_clear_sky,wind_from_direction,wind_speed
2020-11-04 20:00:00,1040.1hPa,7.0celsius,,,17.2%,9.4%,8.6%,0.0%,6.8celsius,0.0%,0.0mm,98.3%,0.01,271.6degrees,2.0m/s
2020-11-04 21:00:00,1040.5hPa,6.8celsius,,,75.8%,21.1%,68.8%,0.0%,6.5celsius,66.4%,0.0mm,97.7%,0.01,267.3degrees,1.8m/s
2020-11-04 22:00:00,1040.8hPa,6.6celsius,,,52.3%,20.3%,45.3%,1.6%,6.2celsius,43.8%,0.0mm,97.3%,0.01,235.1degrees,1.4m/s
2020-11-04 23:00:00,1041.0hPa,5.9celsius,,,86.7%,0.0%,85.9%,5.5%,5.7celsius,23.4%,0.0mm,98.9%,0.01,220.7degrees,1.3m/s
2020-11-05 00:00:00,1041.1hPa,5.5celsius,,,88.3%,0.0%,85.9%,19.5%,5.4celsius,15.6%,0.0mm,99.6%,0.01,230.2degrees,1.2m/s
2020-11-05 01:00:00,1040.9hPa,5.5celsius,,,96.1%,0.0%,87.5%,60.2%,5.5celsius,31.2%,0.0mm,99.4%,0.01,229.8degrees,1.0m/s
2020-11-05 02:00:00,1040.6hPa,5.5celsius,,,98.4%,0.0%,88.3%,87.5%,5.4celsius,84.4%,0.0mm,99.6%,0.01,208.7degrees,1.2m/s
2020-11-05 03:00:00,1040.2hPa,5.0celsius,,,88.3%,0.0%,88.3%,0.0%,5.0celsius,84.4%,0.0mm,99.6%,0.01,198.3degrees,1.3m/s
2020-11-05 04:00:00,1040.0hPa,4.8celsius,,,87.5%,0.0%,87.5%,0.8%,4.7celsius,70.3%,0.0mm,99.7%,0.01,206.4degrees,1.1m/s
2020-11-05 05:00:00,1040.0hPa,4.7celsius,,,85.2%,0.0%,85.2%,0.8%,4.6celsius,53.1%,0.0mm,99.4%,0.01,187.6degrees,0.9m/s
2020-11-05 06:00:00,1039.8hPa,4.4celsius,,,90.6%,0.0%,90.6%,0.0%,4.4celsius,40.6%,0.0mm,99.6%,0.01,168.4degrees,1.3m/s
2020-11-05 07:00:00,1039.7hPa,4.3celsius,,,90.6%,0.0%,90.6%,0.0%,4.2celsius,89.1%,0.0mm,99.6%,0.01,163.8degrees,1.5m/s
2020-11-05 08:00:00,1039.8hPa,4.2celsius,,,91.4%,0.0%,91.4%,0.0%,4.1celsius,63.3%,0.0mm,99.6%,0.01,154.2degrees,1.6m/s
2020-11-05 09:00:00,1039.8hPa,4.8celsius,,,89.1%,0.0%,89.1%,0.0%,4.6celsius,84.4%,0.0mm,98.9%,0.31,152.1degrees,1.3m/s
2020-11-05 10:00:00,1039.8hPa,6.2celsius,,,28.1%,0.0%,28.1%,0.0%,4.9celsius,0.0%,0.0mm,90.3%,0.61,149.1degrees,1.1m/s
2020-11-05 11:00:00,1039.6hPa,7.9celsius,,,22.7%,0.0%,22.7%,0.0%,5.0celsius,0.0%,0.0mm,80.6%,0.91,138.9degrees,0.9m/s
2020-11-05 12:00:00,1039.4hPa,9.3celsius,,,11.7%,0.0%,10.9%,0.8%,5.2celsius,0.0%,0.0mm,75.5%,1.11,144.1degrees,0.9m/s
2020-11-05 13:00:00,1038.9hPa,10.1celsius,,,5.5%,0.0%,5.5%,0.0%,5.6celsius,0.0%,0.0mm,73.9%,1.01,152.9degrees,1.0m/s
2020-11-05 14:00:00,1038.4hPa,10.5celsius,,,0.8%,0.0%,0.8%,0.0%,5.7celsius,0.0%,0.0mm,72.7%,0.71,117.3degrees,0.7m/s
2020-11-05 15:00:00,1037.5hPa,10.4celsius,,,0.8%,0.0%,0.0%,0.8%,5.7celsius,0.0%,0.0mm,72.9%,0.41,91.5degrees,0.9m/s
2020-11-05 16:00:00,1036.9hPa,10.0celsius,,,0.0%,0.0%,0.0%,0.0%,6.0celsius,0.0%,0.0mm,77.0%,0.11,87.8degrees,1.3m/s
2020-11-05 17:00:00,1036.5hPa,9.2celsius,,,0.0%,0.0%,0.0%,0.0%,6.9celsius,0.0%,0.0mm,86.3%,0.01,100.6degrees,1.7m/s
2020-11-05 18:00:00,1036.0hPa,8.4celsius,,,0.0%,0.0%,0.0%,0.0%,7.5celsius,0.0%,0.0mm,94.5%,0.01,109.3degrees,1.8m/s
2020-11-05 19:00:00,1035.4hPa,7.6celsius,,,0.0%,0.0%,0.0%,0.0%,7.4celsius,0.0%,0.0mm,98.8%,0.01,121.5degrees,1.7m/s
2020-11-05 20:00:00,1035.0hPa,6.7celsius,,,68.0%,0.0%,68.0%,0.0%,6.5celsius,68.0%,0.0mm,99.0%,0.01,137.2degrees,1.8m/s
2020-11-05 21:00:00,1034.8hPa,5.4celsius,,,89.1%,0.0%,89.1%,0.0%,5.3celsius,39.1%,0.0mm,99.4%,0.01,143.9degrees,1.9m/s
2020-11-05 22:00:00,1034.5hPa,4.4celsius,,,83.6%,0.0%,83.6%,0.0%,4.3celsius,50.8%,0.0mm,99.7%,0.01,134.5degrees,1.7m/s
2020-11-05 23:00:00,1034.1hPa,3.9celsius,,,85.2%,0.0%,85.2%,0.0%,3.9celsius,73.4%,0.0mm,99.8%,0.01,129.8degrees,1.7m/s
2020-11-06 00:00:00,1033.5hPa,3.6celsius,,,86.7%,0.0%,86.7%,0.0%,3.5celsius,58.6%,0.0mm,99.6%,0.01,123.6degrees,1.4m/s
